,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_18_19,Distribution_Score_18_19,Ball_Quality_Score_18_19,Positioning_Score_18_19,Sweeper_Score_18_19,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
10,Artur Boruc,pl POL,GK,Bournemouth,eng Premier League,38,12,1080.0,18,1.5,73.2,4,33.3,3,3,0,0,1980,2,0,2,1,15.9,0.24,-2.1,-0.17,167,34.1,112,65.2,48.2,236,39.8,36.6,0.75,14.3,213,1.9,100,0.13529411764705884,71.13019891500905,61.99403578528829,36.53846153846154,41.86001085858897,59.189200537453814,A. Boruc,A. Boruc,Artur Boruc,GK,75,AFC Bournemouth,38,1980-02-20,193,87,eng Premier League,SUB,Poland,,,,34,18,21,73,31,69,15,38,17,40,21,63,75,73,62,77,76,38.0,1980
11,Yassine Bounou,ma MAR,GK,Girona,es La Liga,27,32,2862.0,43,1.35,77.7,8,25.0,6,6,0,0,1991,2,0,2,5,49.7,0.27,7.7,0.24,471,38.6,264,67.8,49.5,718,40.7,37.1,0.6,13.1,439,3.4,80,0.6769230769230768,62.124773960217,67.38568588469185,62.108753315649864,54.591618018183695,53.57364796775277,Y. Bounou,Y. Bounou,Yassine Bounou,GK,77,Girona FC,27,1991-04-05,192,78,es La Liga,GK,Morocco,,,,44,12,25,48,43,69,19,25,10,42,24,57,74,79,75,77,75,35.0,1991
12,Fabian Bredlow,de GER,GK,Nürnberg,de Bundesliga,23,14,1127.0,28,2.24,54.1,2,16.7,2,0,1,1,1995,1,0,0,1,22.0,0.36,-6.0,-0.48,188,32.4,119,47.1,43.0,352,37.5,32.9,0.8,12.7,171,0.6,50,0.2008403361344538,53.11934900542496,49.33797216699802,42.69230769230769,51.273346408442094,55.29182062479006,F. Bredlow,F. Bredlow,Fabian Bredlow,GK,69,1. FC Nürnberg,23,1995-03-02,190,90,de Bundesliga,GK,Germany,,,,20,23,14,68,20,62,7,18,17,28,30,41,71,68,60,64,71,38.0,1995
13,Gianluigi Buffon,it ITA,GK,Paris S-G,fr Ligue 1,40,17,1530.0,18,1.06,73.8,6,35.3,2,1,1,0,1978,0,0,1,2,17.9,0.25,2.9,0.17,53,39.6,108,24.1,31.2,301,9.0,21.1,0.94,16.4,174,1.1,45,0.4419580419580419,73.3001808318264,35.0,39.9867374005305,41.45498902645851,67.97531071548539,G. Buffon,G. Buffon,Gianluigi Buffon,GK,88,Paris Saint-Germain,40,1978-01-28,192,92,fr Ligue 1,GK,Italy,,,,35,28,39,75,39,69,13,38,12,50,22,70,88,87,74,90,83,46.0,1978
14,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,27,32,2880.0,40,1.25,71.9,10,31.3,4,4,0,0,1990,1,0,1,6,39.0,0.28,-1.0,-0.03,428,32.7,222,64.9,48.7,852,33.3,32.9,1.13,15.1,425,4.2,50,0.11680672268907563,68.96021699819168,61.36182902584494,69.21750663129973,58.02608006706149,66.95372858582465,R. Bürki,R. Bürki,Roman Bürki,GK,81,Borussia Dortmund,27,1990-11-14,187,85,de Bundesliga,GK,Switzerland,,,,24,23,22,74,36,74,14,35,10,50,20,58,86,78,72,76,85,50.0,1990
15,Ludovic Butelle,fr FRA,GK,Angers,fr Ligue 1,35,36,3239.0,48,1.33,72.0,11,30.6,5,3,2,0,1983,1,1,0,3,47.2,0.27,1.2,0.03,576,41.7,290,77.2,50.7,707,49.8,38.3,0.92,13.9,524,3.2,45,0.35874125874125873,68.20072332730561,74.11332007952288,61.52519893899204,84.47770894383422,60.47657037285859,L. Butelle,L. Butelle,Ludovic Butelle,GK,75,Angers SCO,35,1983-04-03,188,84,fr Ligue 1,GK,France,,,,23,23,24,63,28,69,12,35,15,44,22,59,78,74,65,76,74,36.0,1983
16,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,fr Ligue 1,24,21,1890.0,34,1.62,64.5,6,28.6,2,1,1,0,1994,0,0,1,3,30.9,0.31,-3.1,-0.15,380,40.5,173,90.2,59.3,369,60.7,44.2,0.19,9.3,275,5.5,45,0.15210084033613447,66.03074141048826,86.11332007952286,43.59416445623342,52.3451634182272,36.72447094390326,M. Caillard,M. Caillard,Marc-Aurèle Caillard,GK,63,En Avant de Guingamp,24,1994-05-12,191,86,fr Ligue 1,SUB,France,,,,27,24,21,54,14,80,13,25,7,17,18,53,63,59,57,58,65,43.0,1994
17,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,26,2295.0,39,1.53,70.6,8,30.8,5,4,1,0,1992,0,0,3,1,40.0,0.31,1.0,0.04,420,46.2,200,53.5,45.8,981,31.9,33.8,1.02,14.4,398,5.3,50,0.34895104895104895,68.41772151898735,64.17693836978131,76.06100795755968,56.59508074085993,63.354887470608,K. Casteels,K. Casteels,Koen Casteels,GK,82,VfL Wolfsburg,26,1992-06-25,197,86,de Bundesliga,GK,Belgium,,,,37,23,21,58,44,72,18,33,15,42,20,40,83,77,77,81,83,45.0,1992
18,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,36,3213.0,56,1.57,66.5,12,33.3,8,4,3,1,1987,2,1,0,10,54.3,0.31,0.3,0.01,436,40.8,286,45.1,37.6,887,34.6,32.7,0.81,13.7,590,2.7,60,0.3146853146853147,71.13019891500905,49.48111332007952,71.07427055702918,69.47693964640615,58.32003694994961,A. Consigli,A. Consigli,Andrea Consigli,GK,82,U.S. Sassuolo Calcio,31,1987-01-27,189,82,it Serie A,GK,Italy,,,,27,23,24,80,31,51,19,11,10,46,21,63,82,83,72,82,83,40.0,1987
19,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,37,3330.0,42,1.14,76.3,9,24.3,7,6,1,0,1987,0,0,1,11,46.4,0.27,4.4,0.12,578,43.9,325,66.2,48.7,833,43.6,37.6,0.59,13.6,576,2.3,45,0.5153846153846153,61.365280289330926,69.84294234592446,68.20954907161804,57.1871744854992,54.87235471951629,B. Costil,B. Costil,Benoît Costil,GK,78,FC Girondins de Bordeaux,30,1987-07-03,187,88,fr Ligue 1,GK,France,,,,33,12,22,49,28,65,15,22,12,44,15,58,80,76,77,77,78,51.0,1987
20,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,27,2430.0,36,1.33,71.2,8,29.6,8,6,1,1,1992,2,0,0,3,36.3,0.3,0.3,0.01,270,34.4,184,45.7,42.6,655,28.4,32.3,0.74,14.2,288,7.3,80,0.3146853146853147,67.11573236889694,49.886679920477135,58.766578249336874,62.47675749092317,58.757138058448106,T. Courtois,T. Courtois,Thibaut Courtois,GK,90,Real Madrid CF,26,1992-05-11,199,96,es La Liga,SUB,Belgium,,,,35,23,36,68,38,70,17,23,13,44,27,66,87,91,74,87,88,49.0,1992
21,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,38,3420.0,54,1.42,77.6,7,18.4,10,8,2,0,1994,1,0,2,4,61.5,0.26,9.5,0.25,722,46.7,369,79.1,53.6,884,48.6,36.9,0.82,12.8,646,3.9,60,0.765034965034965,54.96383363471971,81.13916500994037,70.91511936339522,80.01769384084562,55.867484044339946,A. Cragno,A. Cragno,Alessio Cragno,GK,75,Cagliari,24,1994-06-28,184,78,it Serie A,GK,Italy,,,,25,21,19,74,43,55,17,33,15,42,31,59,82,72,54,74,80,39.0,1994
22,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,24,2160.0,30,1.25,68.6,5,20.8,4,3,1,0,1992,3,0,2,3,27.5,0.28,-2.5,-0.1,577,34.5,155,94.2,68.7,604,71.4,49.9,2.38,18.6,271,5.5,80,0.14201680672268907,57.56781193490055,92.220675944334,56.06100795755968,44.503635151410094,95.0,M. Dmitrović,M. Dmitrović,Marko Dmitrović,GK,79,SD Eibar,26,1992-01-24,194,90,es La Liga,SUB,Serbia,,,,40,9,40,45,45,79,17,20,9,45,9,59,74,79,78,81,79,37.0,1992
23,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,36,3092.0,31,0.9,77.8,11,30.6,4,3,1,0,1999,4,0,1,5,34.8,0.25,4.8,0.14,305,47.9,300,41.7,36.5,873,20.6,27.5,0.64,12.8,546,2.7,60,0.534965034965035,68.20072332730561,52.29622266401591,70.33156498673739,72.84327908165339,53.28266711454485,G. Donnarumma,G. Donnarumma,Gianluigi Donnarumma,GK,82,AC Milan,19,1999-02-25,196,90,it Serie A,GK,Italy,,,,24,28,24,72,34,72,18,30,14,50,24,68,88,78,72,78,88,50.0,1999
24,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,14,1260.0,24,1.71,78.1,3,21.4,4,3,1,0,1997,2,0,0,3,25.7,0.23,1.7,0.12,198,28.8,153,51.6,45.2,333,35.7,34.3,1.57,14.7,237,4.2,60,0.3832167832167832,58.21880650994575,50.471172962226646,41.684350132625994,54.76585062189295,72.11832381592207,B. Drągowski,B. Drągowski,Bartłomiej Drągowski,GK,71,Fiorentina,20,1997-08-19,188,74,it Serie A,SUB,Poland,,,,32,18,18,57,34,56,18,19,15,62,21,65,68,68,70,71,74,44.0,1997
25,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,38,3420.0,48,1.26,70.0,11,28.9,6,6,0,0,1989,1,0,2,9,42.3,0.27,-4.7,-0.12,708,35.3,323,84.8,57.9,850,51.1,38.9,0.87,12.0,651,6.6,100,0.17899159663865546,66.35623869801086,79.12326043737576,69.11140583554376,67.0985903287818,54.277796439368494,M. Dúbravka,M. Dúbravka,Martin Dúbravka,GK,77,Newcastle United,29,1989-01-15,190,80,eng Premier League,GK,Slovakia,,,,45,31,22,70,40,60,17,26,10,52,20,58,75,78,81,75,78,45.0,1989
26,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,11,939.0,17,1.63,55.9,1,10.0,3,2,1,0,1993,1,0,2,2,13.3,0.3,-3.7,-0.36,188,38.8,91,87.9,58.0,207,52.2,38.7,0.67,13.8,160,4.4,45,0.16218487394957984,45.8499095840868,82.83300198807157,35.0,35.0,56.59808532079275,M. Dupé,M. Dupé,Maxime Dupé,GK,70,FC Nantes,25,1993-03-04,188,88,fr Ligue 1,SUB,France,,,,29,22,21,54,21,71,11,35,11,32,18,58,71,71,61,66,72,45.0,1993
27,Ederson,br BRA,GK,Manchester City,eng Premier League,24,38,3420.0,23,0.61,76.5,20,52.6,4,4,0,0,1993,2,0,1,5,23.3,0.25,0.3,0.01,239,41.0,189,43.4,42.9,919,17.1,26.8,1.08,16.9,282,6.7,100,0.3146853146853147,92.07052441229658,54.07355864811133,72.77188328912467,47.79707702347329,71.42803157541148,Ederson,Ederson,Ederson Santana de Moraes,GK,86,Manchester City,24,1993-08-17,188,86,eng Premier League,GK,Brazil,,,,55,37,42,58,41,68,18,35,20,67,17,70,85,80,90,82,87,63.0,1993
28,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,32,2880.0,66,2.06,71.5,5,15.6,6,5,1,0,1987,3,0,1,10,60.8,0.26,-4.2,-0.13,609,49.1,295,58.6,43.3,943,46.2,36.9,1.19,14.6,551,4.4,50,0.17058823529411765,51.925858951175414,65.69184890656064,74.0450928381963,59.18246673893934,66.37302653678199,M. Esser,M. Esser,Michael Esser,GK,74,Hannover 96,30,1987-11-22,198,97,de Bundesliga,GK,Germany,,,,35,17,21,67,37,82,19,40,6,48,23,53,75,73,69,71,77,41.0,1987
29,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,38,3420.0,69,1.82,68.6,10,26.3,7,4,3,0,1990,2,0,1,12,68.2,0.3,-0.8,-0.02,1076,31.3,319,99.4,65.6,876,86.6,53.9,1.21,15.4,536,2.8,100,0.11344537815126052,63.53526220614829,88.83300198807157,70.49071618037135,50.22317583663305,68.96792072556265,N. Etheridge,N. Etheridge,Neil Leonard Dula Etheridge,GK,72,Cardiff City,28,1990-02-07,191,89,eng Premier League,GK,Philippines,,,,21,32,24,45,34,76,11,16,18,48,43,62,74,64,63,72,74,52.0,1990
30,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,38,3420.0,55,1.45,74.2,7,18.4,5,4,1,0,1985,0,0,0,10,62.7,0.31,8.7,0.23,825,37.1,309,91.9,61.3,917,59.0,43.0,0.42,12.1,554,5.2,100,0.7258741258741257,54.96383363471971,86.19681908548709,72.66578249336871,67.51125208019792,48.10421565334229,Ł. Fabiański,Ł. Fabiański,Łukasz Fabiański,GK,80,West Ham United,33,1985-04-18,190,83,eng Premier League,SUB,Poland,,,,32,22,14,68,25,65,20,43,15,52,22,63,78,83,70,79,84,48.0,1985
31,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,17,1469.0,26,1.59,71.1,3,18.8,2,2,0,0,1988,0,0,1,4,22.8,0.27,-2.2,-0.14,233,44.2,120,60.8,45.8,394,40.6,36.4,1.29,14.7,198,5.1,50,0.1369747899159664,55.397830018083184,65.35785288270378,44.92042440318302,40.787557188863396,68.09749748068525,R. Fährmann,R. Fährmann,Ralf Sebastian Fährmann,GK,83,FC Schalke 04,29,1988-09-27,197,98,de Bundesliga,GK,Germany,,,,26,24,24,72,32,79,9,36,11,42,21,61,83,81,52,82,87,43.0,1988
32,Ben Foster,eng ENG,GK,Watford,eng Premier League,35,38,3420.0,59,1.55,69.4,7,18.4,5,4,1,0,1983,1,0,2,6,55.5,0.3,-0.5,-0.01,941,36.1,308,91.9,63.2,942,69.9,45.9,1.89,16.9,575,5.4,100,0.10840336134453782,54.96383363471971,87.29423459244535,73.9920424403183,67.41554086914692,83.05970775948941,B. Foster,B. Foster,Ben Foster,GK,77,Watford,35,1983-04-03,193,90,eng Premier League,GK,England,,,,32,25,27,75,32,57,14,15,14,42,41,63,76,78,73,76,80,49.0,1983
33,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,23,20,1800.0,21,1.05,74.3,4,20.0,3,3,0,0,1995,1,0,2,1,21.2,0.27,0.2,0.01,257,37.0,137,73.7,53.8,454,34.4,33.2,1.5,17.8,240,1.7,60,0.30979020979020977,56.699819168173605,72.45526838966202,48.10344827586207,44.57663882458425,80.05542492442056,P. Gollini,P. Gollini,Pierluigi Gollini,GK,70,Atalanta,23,1995-03-18,188,80,it Serie A,SUB,Italy,,,,25,24,23,52,40,68,17,19,12,30,21,63,73,59,60,70,76,47.0,1995
34,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,24,20,1723.0,27,1.41,65.8,6,31.6,1,1,0,0,1993,0,0,0,7,23.0,0.3,-4.0,-0.21,286,39.5,151,53.0,42.9,531,38.8,34.0,0.52,12.1,263,2.7,60,0.16722689075630254,69.28571428571429,56.43538767395627,52.188328912466844,44.05033327379382,49.54022505878401,A. Gomis,A. Gomis,Alfred Benjamin Gomis,GK,75,SPAL,24,1993-09-05,194,80,it Serie A,GK,Senegal,,,,35,24,26,81,33,57,15,16,16,61,23,57,76,73,68,74,77,42.0,1993
35,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,28,33,2925.0,27,0.83,80.3,15,45.5,5,4,0,1,1990,0,0,1,4,37.9,0.3,11.9,0.37,588,40.1,223,83.0,56.2,797,50.6,39.6,1.75,19.5,379,4.2,50,0.8825174825174824,84.36708860759495,80.29224652087476,66.29973474801061,59.325927445525764,88.54929459187102,P. Gulácsi,P. Gulácsi,Péter Gulácsi,GK,79,RB Leipzig,28,1990-05-06,190,83,de Bundesliga,GK,Hungary,,,,25,25,23,66,35,68,12,34,11,35,24,45,81,79,76,76,80,40.0,1990
36,Angus Gunn,eng ENG,GK,Southampton,eng Premier League,22,12,1080.0,18,1.5,64.0,3,25.0,1,0,1,0,1996,0,0,0,2,14.9,0.28,-3.1,-0.26,249,27.7,91,91.2,60.8,215,77.2,48.4,1.0,14.3,166,3.0,100,0.15210084033613447,62.124773960217,78.74155069582505,35.42440318302387,49.43244419056645,62.779224051058115,A. Gunn,A. Gunn,Angus Gunn,GK,71,Southampton,22,1996-01-22,196,77,eng Premier League,SUB,England,,,,41,27,24,64,31,64,17,28,14,50,25,54,70,71,69,67,75,49.0,1996
37,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,38,3420.0,52,1.37,72.3,11,28.9,9,6,2,1,1986,4,0,3,7,47.9,0.25,-2.1,-0.06,775,38.2,329,86.9,56.7,826,59.2,42.7,0.47,13.7,571,2.5,45,0.13529411764705884,66.35623869801086,80.80516898608352,67.83819628647214,54.332603532401556,53.43760497144777,R. Gurtner,R. Gurtner,Régis Gurtner,GK,77,Amiens SC,31,1986-12-08,182,82,fr Ligue 1,GK,France,,,,30,28,22,58,38,68,8,35,6,27,24,61,78,75,74,75,79,45.0,1986
38,Joe Hart,eng ENG,GK,Burnley,eng Premier League,31,19,1710.0,41,2.16,65.5,4,21.1,2,1,1,0,1987,0,0,1,6,36.0,0.3,-4.0,-0.21,500,40.4,181,94.5,65.2,434,75.8,49.2,0.74,13.3,310,1.9,100,0.16722689075630254,57.893309222423156,93.21073558648112,47.04244031830238,44.11750089751365,56.16098421229427,J. Hart,J. Hart,Charles Joseph John Hart,GK,78,Burnley,31,1987-04-19,196,91,eng Premier League,GK,England,,,,35,20,40,69,28,61,19,36,14,42,30,58,79,74,69,76,81,58.0,1987
39,Tom Heaton,eng ENG,GK,Burnley,eng Premier League,32,19,1710.0,27,1.42,68.7,4,21.1,1,1,0,0,1986,3,0,1,2,22.0,0.26,-2.0,-0.1,457,39.2,172,89.0,60.7,414,73.4,48.2,1.53,16.4,333,2.4,100,0.13361344537815126,57.893309222423156,86.08946322067595,45.98143236074271,59.29069892881965,76.44776620759154,T. Heaton,T. Heaton,Tom Heaton,GK,80,Burnley,32,1986-04-15,187,92,eng Premier League,SUB,England,,,,37,28,14,73,40,66,12,31,12,46,24,62,80,80,75,80,82,55.0,1986
40,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,31,18,1575.0,26,1.49,66.7,5,29.4,4,3,1,0,1987,0,0,1,4,22.8,0.28,-3.2,-0.18,342,32.5,143,85.3,63.1,373,59.0,43.6,0.86,13.6,300,4.3,100,0.15378151260504203,66.89873417721519,82.26043737574554,43.80636604774536,51.01740911237225,58.74958011420894,W. Hennessey,W. Hennessey,Wayne Robert Hennessey,GK,75,Crystal Palace,31,1987-01-24,198,90,eng Premier League,GK,Wales,,,,41,23,34,41,29,68,10,21,14,58,17,55,73,76,81,76,72,41.0,1987
41,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,28,32,2880.0,47,1.47,65.4,9,28.1,4,3,1,0,1989,1,0,2,9,38.2,0.27,-6.8,-0.21,438,45.4,193,52.3,41.6,1160,29.1,31.8,1.59,18.5,401,2.5,50,0.2142857142857143,65.48824593128391,59.16699801192843,85.55702917771883,37.53008660343689,83.36706415854887,L. Hrádecký,L. Hrádecký,Lukáš Hrádecký,GK,84,Bayer 04 Leverkusen,28,1989-11-24,190,80,de Bundesliga,GK,Finland,,,,20,20,14,69,34,55,14,31,9,53,20,48,85,79,68,82,88,41.0,1989
42,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,31,2745.0,48,1.57,67.8,8,25.8,4,2,1,1,1984,2,0,1,6,45.3,0.3,-0.7,-0.02,755,43.6,279,88.5,57.7,874,58.1,40.8,0.95,14.2,496,6.3,50,0.11176470588235295,62.99276672694394,86.19681908548709,70.38461538461539,67.1174779070158,61.77275780987571,R. Jarstein,R. Jarstein,Rune Almenning Jarstein,GK,82,Hertha BSC,33,1984-09-29,190,82,de Bundesliga,GK,Norway,,,,34,23,21,59,31,70,18,34,15,37,13,55,79,80,76,86,83,43.0,1984
