,Player,Nation,Pos,Squad,Comp,Age,Playing Time_MP,Playing Time_Min,Performance_GA,Performance_GA90,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Born,Performance_CrdY,Performance_CrdR,Goals_FK,Goals_CK,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Att,Launched_Cmp%,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Passes_Att,Passes_Launch%,Passes_AvgLen,Sweeper_#OPA/90,Sweeper_AvgDist,Crosses_Opp,Crosses_Stp%,Comp_Score,psxg_score,saving_ability_score_20_21,Distribution_Score_20_21,Ball_Quality_Score_20_21,Positioning_Score_20_21,Sweeper_Score_20_21,short_version,short_name,long_name,player_positions,overall,club_name,age,dob,height_cm,weight_kg,league_name,club_position,nationality_name,pace,shooting,passing,skill_long_passing,skill_ball_control,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,birth_year
13,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,38,3420,28.0,0.74,81.9,17.0,44.7,8.0,7.0,1.0,0.0,1992,0,0,0.0,3.0,32.7,0.22,5.7,0.15,300,29.7,235,32.3,36.6,1086,20.6,29.6,1.16,15.7,472,5.5,80,0.6594594594594594,82.20321931589538,46.800188367423104,69.98637602179836,77.99755020601611,56.818853427895974,T. Courtois,T. Courtois,Thibaut Courtois,GK,89,Real Madrid CF,28,1992-05-11,199,96,es La Liga,GK,Belgium,,,,35,23,56,68,38,70,17,23,13,44,27,66,84,89,74,85,88,48.0,1992
14,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,34,3060,53.0,1.56,73.6,6.0,17.6,5.0,5.0,0.0,0.0,1994,1,0,1.0,7.0,54.2,0.27,1.2,0.03,429,40.8,274,58.4,42.0,688,39.1,33.5,0.65,14.2,530,3.6,60,0.37567567567567567,49.486921529175056,66.53462584187798,53.71934604904632,64.88911787177894,48.22399527186761,A. Cragno,A. Cragno,Alessio Cragno,GK,81,Cagliari,26,1994-06-28,184,78,it Serie A,GK,Italy,,,,25,21,52,74,43,55,17,33,15,42,31,59,84,78,69,76,88,39.0,1994
15,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,25,2250,43.0,1.72,68.3,4.0,16.0,4.0,3.0,1.0,0.0,1990,3,0,1.0,4.0,37.2,0.27,-3.8,-0.15,505,34.7,216,81.5,55.3,504,65.3,44.9,0.4,9.2,401,4.5,100,0.14497041420118345,47.55533199195172,79.5758356583086,46.19891008174387,59.422728013521265,35.0,K. Darlow,K. Darlow,Karl Darlow,GK,73,Newcastle United,29,1990-10-08,190,78,eng Premier League,SUB,England,,,,28,29,48,67,44,58,11,13,18,36,19,53,75,70,64,71,76,55.0,1990
16,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,35,3120,49.0,1.41,64.3,9.0,25.7,5.0,3.0,1.0,1.0,1992,0,0,0.0,5.0,45.3,0.32,-3.7,-0.11,778,39.3,233,91.0,68.3,836,67.7,49.0,1.38,17.5,387,3.6,80,0.1437869822485207,59.26559356136822,94.97085636095466,59.76839237057221,63.79805489492394,62.96247044917257,M. Dmitrović,M. Dmitrović,Marko Dmitrović,GK,81,SD Eibar,28,1992-01-24,194,94,es La Liga,GK,Serbia,,,,40,9,59,50,45,79,17,20,9,45,9,59,78,80,79,81,82,37.0,1992
17,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,37,3330,38.0,1.03,71.4,14.0,37.8,4.0,2.0,1.0,1.0,1999,1,0,2.0,6.0,35.7,0.27,-1.3,-0.04,365,41.6,207,41.5,33.7,1021,27.3,29.0,1.16,14.8,556,5.2,60,0.11538461538461539,73.87323943661971,55.59943489773072,67.32970027247957,62.07963527149436,54.91725768321513,G. Donnarumma,G. Donnarumma,Gianluigi Donnarumma,GK,85,AC Milan,21,1999-02-25,196,90,it Serie A,GK,Italy,,,,24,28,57,72,34,72,18,30,14,50,24,68,89,81,76,83,89,50.0,1999
18,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,36,3148,55.0,1.57,66.7,7.0,19.4,10.0,8.0,2.0,0.0,1997,0,1,1.0,10.0,56.2,0.33,2.2,0.06,496,36.3,260,54.6,43.6,789,44.9,37.9,0.77,13.3,486,4.9,60,0.4387387387387387,51.65995975855131,63.45933218417359,57.847411444141684,54.11415425195764,47.598995271867615,B. Drągowski,B. Drągowski,Bartłomiej Drągowski,GK,75,Fiorentina,22,1997-08-19,188,74,it Serie A,GK,Poland,,,,32,18,53,57,34,56,18,19,15,62,21,65,76,72,70,74,78,44.0,1997
19,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,15,1350,25.0,1.67,66.1,2.0,13.3,6.0,6.0,0.0,0.0,1989,1,0,1.0,3.0,20.6,0.28,-3.4,-0.22,188,37.8,108,69.4,46.1,249,45.4,37.1,0.4,12.1,204,0.5,45,0.14023668639053255,44.29577464788733,71.09453912178131,35.776566757493185,39.91853929036474,41.127364066193856,M. Dreyer,M. Dreyer,Matthieu Dreyer,GK,67,FC Lorient,31,1989-03-20,188,81,fr Ligue 1,SUB,France,,,,13,21,49,75,27,68,14,21,10,22,11,54,66,68,65,65,69,50.0,1989
20,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,13,1170,19.0,1.46,71.0,3.0,23.1,1.0,1.0,0.0,0.0,1989,0,0,0.0,0.0,16.6,0.25,-1.4,-0.11,166,42.2,122,50.8,40.5,316,32.9,32.5,0.85,12.6,244,3.7,100,0.11656804733727812,56.12676056338029,63.88866774474438,38.514986376021795,61.197243795359185,46.9710401891253,M. Dúbravka,M. Dúbravka,Martin Dúbravka,GK,83,Newcastle United,31,1989-01-15,190,80,eng Premier League,GK,Slovakia,,,,45,35,61,75,40,60,17,28,12,55,20,59,79,80,81,82,86,46.0,1989
21,Ederson,br BRA,GK,Manchester City,eng Premier League,26,36,3240,28.0,0.78,77.4,19.0,52.8,8.0,7.0,1.0,0.0,1993,3,0,0.0,2.0,28.6,0.23,1.6,0.05,266,40.6,153,43.8,39.3,967,20.6,28.4,1.22,16.6,309,6.1,100,0.4009009009009009,91.98189134808855,59.67876246157128,65.12261580381471,64.27807695356957,59.35874704491726,Ederson,Ederson,Ederson Santana de Moraes,GK,88,Manchester City,26,1993-08-17,188,86,eng Premier League,GK,Brazil,,,,59,40,70,66,41,78,18,38,20,70,17,70,86,82,93,86,88,63.0,1993
22,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,35,3150,44.0,1.26,70.3,10.0,28.6,5.0,3.0,1.0,1.0,1985,2,0,0.0,4.0,40.8,0.27,0.8,0.02,609,39.1,272,75.0,51.9,738,54.9,40.4,0.43,10.8,516,5.0,100,0.3504504504504504,62.766599597585525,77.91599879160523,55.76294277929155,79.8170689118115,38.69976359338062,Ł. Fabiański,Ł. Fabiański,Łukasz Fabiański,GK,81,West Ham United,35,1985-04-18,190,83,eng Premier League,GK,Poland,,,,32,22,53,69,25,65,20,43,15,52,22,63,80,82,70,81,82,48.0,1985
23,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31,22,1876,50.0,2.4,67.1,3.0,13.6,4.0,3.0,1.0,0.0,1988,2,0,1.0,8.0,41.5,0.28,-6.5,-0.31,350,26.0,183,66.1,46.5,638,35.9,33.5,0.96,12.6,374,3.2,50,0.17692307692307693,44.65794768611671,62.52581166811793,51.67574931880109,46.673643433619326,48.14125295508274,R. Fährmann,R. Fährmann,Ralf Sebastian Fährmann,GK,77,FC Schalke 04,31,1988-09-27,197,98,de Bundesliga,GK,Germany,,,,26,24,33,71,32,71,9,36,11,42,21,61,79,78,44,77,78,43.0,1988
24,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32,34,3060,54.0,1.59,73.0,7.0,20.6,9.0,6.0,1.0,2.0,1987,3,0,0.0,2.0,53.2,0.26,2.2,0.07,565,34.2,297,56.2,44.7,1087,36.6,34.1,1.06,16.0,619,5.3,50,0.4387387387387387,53.10865191146882,63.385549019956294,70.02724795640327,95.0,56.388888888888886,R. Gikiewicz,R. Gikiewicz,Rafał Gikiewicz,GK,77,FC Augsburg,32,1987-10-26,190,81,de Bundesliga,GK,Poland,,,,20,19,48,66,20,68,13,22,12,48,19,31,78,73,64,74,80,28.0,1987
25,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,25,25,2156,26.0,1.09,66.2,9.0,36.0,6.0,4.0,2.0,0.0,1995,0,1,0.0,3.0,24.9,0.29,-0.1,0.0,232,39.7,116,63.8,49.7,550,28.7,32.6,1.63,17.4,234,2.6,60,0.10118343195266273,71.70020120724348,73.06109501892561,48.079019073569484,52.600461868109825,65.41075650118202,P. Gollini,P. Gollini,Pierluigi Gollini,GK,79,Atalanta,25,1995-03-18,194,94,it Serie A,GK,Italy,,,,25,24,52,52,40,68,17,19,12,30,21,63,81,75,69,79,81,47.0,1995
26,Alfred Gomis,sn SEN,GK,Rennes,fr Ligue 1,26,22,1980,25.0,1.14,71.1,5.0,22.7,4.0,3.0,0.0,1.0,1993,1,0,0.0,0.0,21.8,0.25,-2.2,-0.1,204,39.7,130,51.5,41.2,532,25.8,28.6,1.59,18.7,222,3.2,45,0.1260355029585799,55.64386317907445,62.971069607093995,47.3433242506812,58.730117583720066,67.73197399527186,A. Gomis,A. Gomis,Alfred Benjamin Gomis,GK,76,Dijon FCO,26,1993-09-05,196,80,fr Ligue 1,GK,Senegal,,,,35,24,53,81,33,57,15,16,16,61,23,57,77,77,70,75,75,42.0,1993
27,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,30,33,2970,30.0,0.91,66.3,15.0,45.5,3.0,3.0,0.0,0.0,1990,0,0,0.0,1.0,26.8,0.3,-3.2,-0.1,222,43.2,168,17.9,25.7,1003,19.1,27.7,1.97,19.7,315,4.8,50,0.13786982248520713,83.16901408450707,43.19902973006593,66.59400544959128,66.55279261144933,73.88741134751771,P. Gulácsi,P. Gulácsi,Péter Gulácsi,GK,85,RB Leipzig,30,1990-05-06,191,86,de Bundesliga,GK,Hungary,,,,31,25,62,67,35,74,12,34,11,42,24,45,84,85,82,84,86,43.0,1990
28,Dean Henderson,eng ENG,GK,Manchester Utd,eng Premier League,23,13,1125,12.0,0.96,76.5,4.0,33.3,0.0,0.0,0.0,0.0,1997,3,0,0.0,4.0,11.2,0.23,-0.8,-0.06,92,20.7,94,28.7,30.0,230,28.3,30.9,1.52,17.4,169,5.3,100,0.10946745562130178,68.44064386317908,35.0,35.0,45.12153102461161,64.24054373522458,D. Henderson,D. Henderson,Dean Henderson,GK,80,Manchester United,23,1997-03-12,190,85,eng Premier League,RES,England,,,,40,32,53,63,34,60,6,21,8,33,16,56,80,80,70,77,83,49.0,1997
29,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,32,16,1395,16.0,1.03,68.2,7.0,43.8,2.0,2.0,0.0,0.0,1987,1,0,0.0,1.0,15.1,0.3,0.1,0.0,155,48.4,123,43.1,39.5,426,23.9,29.1,0.52,12.1,176,4.5,50,0.3063063063063063,81.11670020120725,64.72466369306773,43.01089918256131,52.438098914826035,42.4039598108747,M. Hitz,M. Hitz,Marwin Hitz,GK,78,Borussia Dortmund,32,1987-09-18,194,89,de Bundesliga,SUB,Switzerland,,,,33,17,47,67,38,78,12,25,8,25,22,44,79,77,63,79,80,44.0,1987
30,Timo Horn,de GER,GK,Köln,de Bundesliga,27,34,3009,59.0,1.76,66.5,5.0,14.7,8.0,7.0,1.0,0.0,1993,0,0,1.0,5.0,53.7,0.3,-5.3,-0.16,530,44.2,221,42.1,37.1,1110,39.4,35.5,0.9,15.2,469,3.0,50,0.16272189349112426,45.985915492957744,59.92506175252787,70.96730245231608,63.13740941476263,52.99645390070922,T. Horn,T. Horn,Timo Horn,GK,77,1. FC Köln,27,1993-05-12,192,90,de Bundesliga,GK,Germany,,,,29,22,45,64,31,67,17,41,15,45,21,25,78,78,60,73,79,48.0,1993
31,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,30,29,2565,29.0,1.02,66.3,8.0,27.6,2.0,1.0,1.0,0.0,1989,1,0,1.0,0.0,26.6,0.31,-0.4,-0.01,419,35.6,180,33.3,32.8,1208,29.7,31.5,2.04,18.2,322,6.2,50,0.10473372781065089,61.55935613682094,48.311677003180925,74.97275204359673,61.732047258700476,71.4627659574468,L. Hrádecký,L. Hrádecký,Lukáš Hrádecký,GK,83,Bayer 04 Leverkusen,30,1989-11-24,192,82,de Bundesliga,GK,Finland,,,,33,20,52,69,34,55,14,31,9,53,20,48,85,78,69,83,87,41.0,1989
32,Sam Johnstone,eng ENG,GK,West Brom,eng Premier League,27,37,3330,74.0,2.0,71.4,6.0,16.2,11.0,7.0,1.0,3.0,1993,1,0,2.0,7.0,67.2,0.26,-3.8,-0.1,889,33.0,296,86.1,56.8,994,63.8,45.0,1.03,14.0,645,3.1,100,0.14497041420118345,47.79678068410463,81.03699820517834,66.22615803814713,67.59426928682066,51.84397163120567,S. Johnstone,S. Johnstone,Sam Johnstone,GK,75,West Bromwich Albion,27,1993-03-25,193,85,eng Premier League,GK,England,,,,35,18,53,63,42,68,16,24,11,48,42,32,79,74,70,73,77,41.0,1993
33,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,37,24,2160,31.0,1.29,69.2,8.0,33.3,5.0,3.0,1.0,1.0,1983,1,0,1.0,3.0,31.0,0.31,0.0,0.0,404,48.3,192,74.5,53.5,520,50.2,38.9,0.46,11.9,349,3.2,45,0.0,68.44064386317908,84.94437829865122,46.85286103542234,55.87235430543036,41.34308510638298,E. Kawashima,E. Kawashima,川島 永嗣,GK,68,RC Strasbourg Alsace,37,1983-03-20,185,74,fr Ligue 1,SUB,Japan,,,,33,28,48,69,30,60,19,16,11,29,24,44,67,65,64,65,72,42.0,1983
34,Gregor Kobel,ch SUI,GK,Stuttgart,de Bundesliga,22,33,2970,54.0,1.64,68.8,5.0,15.2,7.0,5.0,2.0,0.0,1997,0,0,1.0,3.0,52.5,0.29,-0.5,-0.02,315,40.0,280,20.0,25.2,940,27.6,28.2,1.27,15.9,459,3.7,50,0.10591715976331362,46.589537223340045,41.428447034990135,64.01907356948229,67.17754714130086,58.411643026004725,G. Kobel,G. Kobel,Gregor Kobel,GK,75,VfB Stuttgart,22,1997-12-06,194,88,de Bundesliga,GK,Switzerland,,,,33,34,56,34,21,68,10,24,10,55,12,62,75,71,75,73,78,26.0,1997
35,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,21,38,3420,55.0,1.45,73.2,5.0,13.2,12.0,10.0,1.0,1.0,1999,2,0,2.0,7.0,51.2,0.24,-2.8,-0.07,641,31.0,257,80.5,54.8,864,50.2,39.9,0.95,14.9,507,4.5,45,0.13313609467455623,44.17505030181087,76.45590247543228,60.91280653950953,54.45588065444912,52.89450354609929,A. Lafont,A. Lafont,Alban Lafont,GK,78,FC Nantes,21,1999-01-23,193,82,fr Ligue 1,GK,France,,,,38,10,53,73,40,70,9,20,4,47,16,59,79,76,70,75,82,46.0,1999
36,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,23,35,3150,62.0,1.77,68.0,6.0,17.1,10.0,8.0,1.0,1.0,1997,2,0,1.0,5.0,53.6,0.27,-6.4,-0.18,398,45.5,282,32.3,34.4,967,31.7,33.7,0.69,12.9,548,4.7,45,0.17573964497041422,48.88329979879276,55.63625539779291,65.12261580381471,71.94745535049218,45.90277777777778,G. Larsonneur,G. Larsonneur,Gautier Larsonneur,GK,77,Stade Brestois 29,23,1997-02-23,181,70,fr Ligue 1,GK,France,,,,26,22,54,70,35,59,12,22,17,25,21,51,79,78,72,74,78,52.0,1997
37,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,34,37,3313,51.0,1.39,69.9,8.0,21.6,10.0,10.0,0.0,0.0,1985,2,0,0.0,5.0,42.6,0.25,-5.4,-0.15,494,37.7,257,47.5,39.0,764,48.7,37.5,0.79,14.3,480,3.5,45,0.163905325443787,54.31589537223341,58.77438558456099,56.82561307901907,73.08676248441583,49.92464539007092,J. Leca,J. Leca,Jean-Louis Leca,GK,73,Racing Club de Lens,34,1985-09-21,180,75,fr Ligue 1,GK,France,,,,29,25,52,65,24,69,13,45,11,27,14,61,72,69,69,74,75,45.0,1985
38,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29,28,2520,27.0,0.96,64.7,13.0,46.4,3.0,3.0,0.0,0.0,1991,1,0,1.0,0.0,21.7,0.28,-4.3,-0.15,322,33.9,169,42.6,38.4,837,29.9,32.1,2.21,18.7,312,2.9,45,0.15088757396449706,84.25553319919518,54.23401986743198,59.80926430517711,59.0274984391104,74.32771867612291,B. Lecomte,B. Lecomte,Benjamin Lecomte,GK,80,AS Monaco,29,1991-04-26,187,78,fr Ligue 1,GK,France,,,,21,23,58,62,34,55,10,23,10,41,20,63,80,78,77,80,81,42.0,1991
39,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,27,32,2880,45.0,1.41,70.9,9.0,28.1,9.0,8.0,1.0,0.0,1993,0,0,2.0,3.0,44.7,0.29,0.7,0.02,834,41.0,297,94.6,65.1,708,78.1,50.4,0.66,11.5,512,6.1,80,0.3441441441441441,62.16297786720323,95.0,54.536784741144416,65.15001431164195,42.62559101654846,J. Ledesma,J. Ledesma,Jeremías Conan Ledesma,GK,74,Cádiz CF,27,1993-02-13,186,83,es La Liga,SUB,Argentina,,,,22,11,48,67,40,60,20,23,13,36,22,41,75,71,64,73,75,45.0,1993
40,Bernd Leno,de GER,GK,Arsenal,eng Premier League,28,35,3131,37.0,1.06,69.2,11.0,31.4,2.0,1.0,1.0,0.0,1992,0,1,0.0,3.0,32.3,0.26,-0.7,-0.02,293,26.6,227,56.8,43.0,953,17.2,25.4,0.95,16.1,487,3.7,100,0.10828402366863905,66.14688128772637,57.37215005420006,64.55040871934605,78.57664443505382,55.42996453900709,B. Leno,B. Leno,Bernd Leno,GK,85,Arsenal,28,1992-03-04,190,82,eng Premier League,GK,Germany,,,,48,35,60,73,43,70,14,28,7,56,23,66,85,83,80,84,86,56.0,1992
